StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q2,Q14,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q4_18,Q4_19,Q4_20,Q4_21,Q4_22,Q4_23,Q4_24,Q4_25,Q4_26,Q4_27,Q4_28,Q4_29,Q4_30,Q4_31,Q4_32,Q4_33,Q4_34,Q4_35,Q4_36,Q4_37,Q4_38,Q4_39,Q4_40,Q4_41,Q4_42,Q4_43,Q4_44,Q4_45,Q4_46,Q4_47,Q4_48,Q4_49,Q4_50,Q4_51,Q4_52,Q4_53,Q4_54,Q4_55,Q4_56,Q4_57,Q4_58,Q4_59,Q4_60,Q6,Q7,Q7_3_TEXT,Q8,Q8_5_TEXT,Q9,Q10,Q11
03/03/2022 00:39,03/03/2022 00:43,0,100,269,1,03/03/2022 00:43,R_1f7QTl6LeYusNeY,anonymous,EN,1,PR04 : Nightmare in Rem Sleep,4,5,2,1,2,2,5,2,4,4,2,2,4,4,4,4,1,3,4,3,2,1,3,2,2,2,5,4,1,2,2,4,2,5,4,4,2,4,4,5,1,4,4,2,1,4,2,2,2,4,5,5,4,5,3,3,3,4,4,4,19,2,,1,,1,2,1
24/02/2022 00:43,24/02/2022 00:45,0,27,99,0,03/03/2022 00:45,R_2bNqxxIXcrqrjre,anonymous,EN,1,PR14 : Pacemaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/02/2022 15:43,24/02/2022 00:49,0,27,32709,0,03/03/2022 00:49,R_3e49uQYZwGkK0lh,anonymous,EN,1,PR09 : The psychologists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2022 00:40,03/03/2022 00:49,0,100,540,1,03/03/2022 00:49,R_3GoBt8v4A8wTEUG,anonymous,EN,1,PR12 : DSM IV,2,4,5,2,4,2,4,5,2,5,4,2,4,2,4,5,4,4,2,4,1,1,5,4,5,4,5,4,2,4,5,5,4,5,4,3,4,4,4,4,2,4,4,4,2,2,1,2,1,3,5,5,4,4,2,4,4,5,1,2,18,1,,4,,1,2,1
03/03/2022 00:40,03/03/2022 00:50,0,100,593,1,03/03/2022 00:50,R_3KMzBEXXBAVkuMg,anonymous,EN,1,PR13 : Pavlov's Puppies,4,5,2,4,4,2,5,2,4,5,1,2,5,5,4,4,1,5,4,5,2,1,5,4,2,4,5,5,1,2,5,4,4,4,5,4,1,4,5,4,4,4,5,1,4,2,2,1,2,3,4,5,4,2,2,5,5,5,5,4,18,2,,1,,3,4,1
03/03/2022 00:43,03/03/2022 00:53,0,100,635,1,03/03/2022 00:53,R_3JgDt4ozR644HGu,anonymous,EN,1,PR04 : Pavlovs Puppies,4,5,4,2,5,4,4,3,1,3,1,4,5,5,1,2,4,4,4,1,4,2,2,2,5,4,2,4,2,2,4,5,3,4,2,4,1,4,3,5,4,5,5,4,5,5,2,1,2,3,4,4,5,4,3,3,4,4,4,2,33,2,,1,,1,1,1
03/03/2022 00:49,03/03/2022 00:55,0,100,345,1,03/03/2022 00:55,R_1OZbyA17e1yFdWm,anonymous,EN,1,PR09 : Pavlov's Puppies,4,4,2,4,3,2,5,2,4,3,2,1,5,2,3,3,5,4,1,3,2,1,2,3,3,3,5,1,4,2,4,4,4,4,3,3,1,4,2,2,4,1,4,4,1,4,1,2,2,2,4,5,4,2,3,4,5,1,2,3,41,2,,1,,10,5,1
24/02/2022 00:56,24/02/2022 00:56,0,18,20,0,03/03/2022 00:56,R_31TRPBgVwuBdzDC,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/02/2022 00:55,24/02/2022 00:56,0,27,73,0,03/03/2022 00:56,R_ZwUY2Ru1yQVokbD,anonymous,EN,1,PR08 : R's bobo doll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2022 00:56,03/03/2022 01:03,0,100,390,1,03/03/2022 01:03,R_1mP2N0sxe03H9gh,anonymous,EN,1,PR07 : Pavlov's puppies,5,5,5,2,4,5,5,1,3,4,2,2,5,3,5,1,5,5,3,2,5,2,4,5,4,2,5,1,4,4,2,5,5,2,4,2,2,5,4,4,5,2,5,2,1,5,1,2,2,2,1,5,5,2,4,5,5,2,4,4,41,2,,1,,5,5,1
03/03/2022 00:58,03/03/2022 01:06,0,100,459,1,03/03/2022 01:06,R_8ccUDKhO4JpQrYJ,anonymous,EN,1,PR08 : R's bobo doll,5,5,1,1,5,5,5,1,4,4,1,1,5,4,4,1,1,5,4,1,5,2,4,5,1,1,4,1,4,5,1,5,5,4,4,1,4,5,2,4,4,2,5,2,4,4,1,1,4,4,1,5,4,4,4,5,4,1,5,2,49,2,,1,,1,2,1
25/02/2022 20:47,25/02/2022 20:59,0,100,697,1,25/02/2022 20:59,R_2E6wKYoKgk6Y0Jn,anonymous,EN,1,,1,5,4,4,2,5,5,2,2,5,5,5,5,1,5,2,4,5,5,4,5,4,5,4,1,4,4,4,2,1,4,5,2,5,5,5,3,2,4,5,3,4,4,2,1,4,2,4,2,4,1,5,2,2,1,1,5,1,4,5,17,1,,5,"Romantically attracted to women, alterously attracted to men, asexual",3,4,4
24/02/2022 01:10,24/02/2022 01:10,0,18,5,0,03/03/2022 01:10,R_vlygBz0S1gRHYWZ,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2022 01:05,03/03/2022 01:14,0,100,521,1,03/03/2022 01:14,R_vYQYHtpgMOeKRCV,anonymous,EN,1,PR04 : Pavlov's Pups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2022 01:10,03/03/2022 01:16,0,100,363,1,03/03/2022 01:16,R_325ARaYboxb0yuW,anonymous,EN,1,PR12 : DSM IV,5,5,2,2,3,3,5,2,3,4,1,2,3,4,4,1,5,2,2,5,4,2,2,2,2,2,4,2,2,1,4,2,4,4,4,3,1,5,4,4,5,4,5,2,3,4,2,1,2,4,3,5,5,1,2,5,3,3,4,4,20,2,,4,,3,2,1
25/02/2022 17:09,25/02/2022 17:16,0,100,421,1,25/02/2022 17:16,R_3HHW7iPfrvdWYfb,anonymous,EN,1,PR12 : DSM IV,4,5,4,2,1,4,5,5,4,5,1,4,2,5,5,2,1,4,4,5,5,4,5,4,1,2,5,4,2,1,4,5,2,5,5,1,2,4,2,5,4,4,4,4,1,5,4,4,1,4,2,4,4,2,1,5,4,4,4,5,16,3,questioning,4,,1,1,2
03/03/2022 01:13,03/03/2022 01:23,0,100,585,1,03/03/2022 01:23,R_3nPNXKeMIa7TbCS,anonymous,EN,1,PR05 : Team Psycho,5,5,3,2,2,5,5,2,2,5,1,4,2,1,2,1,1,1,4,3,4,1,4,4,2,1,5,4,3,5,1,5,2,4,5,1,1,3,3,4,5,2,4,2,4,5,2,2,1,1,2,5,4,2,2,5,4,4,4,2,20,2,,1,,1,1,1
03/03/2022 01:02,03/03/2022 01:26,0,100,1419,1,03/03/2022 01:26,R_2R8522wMuyydRrY,anonymous,EN,1,PR12 : DSM IV,3,5,2,4,1,2,5,2,4,4,2,4,5,4,4,2,1,5,2,5,3,2,2,5,2,2,4,3,4,1,4,5,5,2,4,2,3,4,3,3,3,4,5,5,1,5,2,2,2,1,4,5,4,3,2,4,4,1,1,4,17,2,,4,,2,1,1
24/02/2022 00:15,24/02/2022 01:26,0,18,4267,0,03/03/2022 01:27,R_1ILQyYTpultVpxz,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2022 01:25,03/03/2022 01:29,0,100,204,1,03/03/2022 01:29,R_b8k8PrkskoT4Xhn,anonymous,EN,1,PR13 : KES,4,5,1,1,2,4,5,1,4,5,1,2,5,4,4,4,5,5,2,5,4,2,1,4,1,1,4,2,2,1,5,5,5,5,5,2,1,5,3,4,4,4,4,2,2,4,1,1,1,1,1,5,5,2,5,4,4,2,4,4,18,2,,1,,2,2,1
03/03/2022 01:21,03/03/2022 01:32,0,100,670,1,03/03/2022 01:32,R_30xjET2c0l4mWOG,anonymous,EN,1,PR13 : Pavlov's Puppies,1,3,5,5,4,1,5,5,5,5,1,1,5,1,3,5,1,1,1,1,1,1,5,3,1,1,5,3,5,3,5,5,1,1,3,1,1,3,3,3,5,1,5,5,1,1,1,3,1,3,5,5,3,3,3,5,5,3,1,2,18,1,,1,,2,1,1
02/03/2022 09:18,03/03/2022 01:34,0,100,58565,1,03/03/2022 01:34,R_eFOkfYz9EnH2vvP,anonymous,EN,1,PR05 : DIMA,4,5,4,3,3,1,3,4,4,4,2,2,4,3,2,4,5,3,4,4,2,1,4,2,3,4,5,2,4,2,5,4,2,4,4,4,2,4,3,4,4,3,4,4,2,4,2,4,2,4,4,4,4,2,3,4,4,4,4,3,19,2,,1,,2,2,1
03/03/2022 01:25,03/03/2022 01:34,0,100,561,1,03/03/2022 01:34,R_2zYHUqWxZctiaRJ,anonymous,EN,1,PR02 : Group 123,1,4,4,1,5,1,5,3,1,4,2,1,5,1,4,4,1,4,4,5,1,1,4,3,1,1,4,2,1,2,5,5,3,5,5,4,1,4,4,5,4,3,5,2,5,1,1,3,5,4,5,4,3,3,2,4,5,3,2,4,19,2,,6,,6,4,2
03/03/2022 01:27,03/03/2022 01:37,0,100,581,1,03/03/2022 01:37,R_1Dv7AyQnACmlT4c,anonymous,EN,1,PR02 : Brainstorm,1,4,2,4,4,2,5,4,4,2,2,2,4,4,5,4,1,4,4,4,2,2,4,5,4,4,4,4,2,2,5,4,4,4,4,5,1,4,4,2,4,4,4,4,2,2,4,2,2,4,5,4,2,4,4,4,4,4,4,5,46,1,,1,,3,3,1
03/03/2022 01:36,03/03/2022 01:41,0,100,286,1,03/03/2022 01:41,R_8tYwxhdxI9ou4Pn,anonymous,EN,1,PR09 : Freud's Eggs,1,5,5,5,5,1,5,5,5,5,1,1,5,1,3,5,1,1,1,1,1,1,5,5,1,1,5,5,5,3,5,5,1,5,3,1,1,3,1,1,5,1,5,5,1,1,1,3,1,3,5,5,3,3,5,5,5,5,1,3,18,1,,1,,2,1,1
24/02/2022 01:36,24/02/2022 01:36,0,27,25,0,03/03/2022 01:43,R_1jJ6L6SYboXntiP,anonymous,EN,1,PR04 : Anna Freud Fan Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/02/2022 01:45,24/02/2022 01:45,0,18,5,0,03/03/2022 01:50,R_2qgZIm4FlNnUjIJ,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/02/2022 01:48,24/02/2022 01:49,0,27,80,0,03/03/2022 01:51,R_cIxbwARY6V8HOJX,anonymous,EN,1,PR10 : Pavlov's Bitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2022 01:51,03/03/2022 01:54,0,100,192,1,03/03/2022 01:54,R_2wNtLhdB5yFk80H,anonymous,EN,1,PR12 : DSM IV,4,4,4,4,1,2,5,4,4,4,4,1,4,2,4,4,1,4,2,4,2,1,4,4,2,5,5,4,5,2,4,1,4,3,4,4,1,4,3,2,3,2,4,5,2,2,1,4,2,1,4,5,4,2,4,4,4,2,2,4,30,2,,4,,2,3,1
03/03/2022 01:58,03/03/2022 02:02,0,100,238,1,03/03/2022 02:02,R_1oI0RxRBWwAblvC,anonymous,EN,1,PR12 : DSM IV,3,5,4,2,2,4,5,3,5,5,1,4,4,5,4,2,2,4,5,5,2,4,5,2,2,4,4,5,1,2,4,4,2,5,5,4,4,2,5,5,3,5,4,2,4,5,4,4,1,1,5,4,2,5,2,5,4,5,5,4,25,2,,4,,1,2,2
24/02/2022 02:00,24/02/2022 02:02,0,18,101,0,03/03/2022 02:02,R_3JgXUwPov7uAnpB,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/2022 10:30,03/03/2022 02:04,0,100,56056,1,03/03/2022 02:04,R_10Yj8Hud47z22Pt,anonymous,EN,1,PR06 : Not Freud,5,5,4,4,2,4,4,4,4,5,2,1,5,2,4,2,1,3,4,5,4,1,4,5,2,4,5,3,4,3,1,5,3,4,5,2,1,4,2,4,2,2,5,4,1,4,1,1,4,1,2,5,4,2,2,4,4,1,4,4,71,2,,1,,3,2,1
03/03/2022 02:01,03/03/2022 02:07,0,100,376,1,03/03/2022 02:07,R_1IBsl5PWu3hQo3h,anonymous,EN,1,PR12 : DSM IV,3,4,3,3,5,4,5,4,4,5,2,2,4,3,3,4,5,4,5,5,4,1,5,2,1,4,4,1,4,2,4,5,3,5,4,2,2,2,5,4,3,4,5,5,1,4,3,3,1,1,3,4,2,5,1,4,3,4,2,3,20,2,,4,,0,,3
24/02/2022 02:13,24/02/2022 02:13,0,27,28,0,03/03/2022 02:13,R_26b6ravdl0cQfuG,anonymous,EN,1,PR04 : Anna Freud Fan Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2022 02:10,03/03/2022 02:14,0,100,248,1,03/03/2022 02:14,R_UWoe0i2tXsskG3L,anonymous,EN,1,PR12 : DSM IV,3,4,2,5,2,3,5,2,4,5,3,3,4,1,4,5,1,5,4,3,3,2,2,5,1,3,5,4,5,4,3,4,4,3,2,3,3,5,2,4,5,4,4,5,3,1,4,1,5,3,1,5,4,1,4,4,2,2,1,3,19,1,,4,,3,1,1
03/03/2022 02:06,03/03/2022 02:16,0,100,598,1,03/03/2022 02:16,R_1hRuWX0QCAYyWIV,anonymous,EN,1,PR02 : Pavlovs Puppies,5,5,1,5,2,4,5,1,5,4,1,1,5,1,4,2,1,5,1,3,4,1,1,5,3,1,4,1,5,2,4,5,5,2,3,2,1,5,1,3,4,2,5,4,1,4,1,1,5,1,3,5,5,1,3,4,4,1,1,4,61,2,,1,,1,1,1
03/03/2022 02:14,03/03/2022 02:20,0,100,350,1,03/03/2022 02:20,R_2tL85luGviyQecM,anonymous,EN,1,PR13 : Persona,4,5,1,4,2,4,5,2,4,4,1,2,5,1,4,2,1,5,1,4,3,1,1,5,2,2,4,1,4,2,2,4,5,2,4,3,1,5,1,4,4,3,5,2,1,4,1,1,4,1,2,5,5,1,2,4,4,1,1,3,61,2,,1,,6,4,1
24/02/2022 02:20,24/02/2022 02:22,0,27,107,0,03/03/2022 02:22,R_2WBuZ5G09YsgKEW,anonymous,EN,1,PR04 : Anna Freud Fan Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/02/2022 02:29,24/02/2022 02:29,0,18,8,0,03/03/2022 02:29,R_2dZazpS8CbnLU9p,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/02/2022 02:29,24/02/2022 02:29,8,18,14,0,03/03/2022 02:29,R_2urojRuCv4oRg4g,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/02/2022 02:32,24/02/2022 02:34,0,27,88,0,03/03/2022 02:34,R_1JK4FHq9zQmkyfW,anonymous,EN,1,PR04 : Anna Freud Fan Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2022 02:33,03/03/2022 02:42,0,100,550,1,03/03/2022 02:42,R_BRkjXLFQQ7RMsgN,anonymous,EN,1,PR12 : DSM IV,1,4,2,4,1,2,4,4,2,4,5,4,4,2,2,5,2,4,4,4,2,2,4,4,2,4,2,2,4,2,5,4,3,5,4,3,4,4,4,3,2,3,4,5,4,2,4,2,3,2,4,4,4,3,4,1,3,2,2,2,21,2,,4,,3,3,1
24/02/2022 02:42,24/02/2022 02:44,0,18,134,0,03/03/2022 02:44,R_3NR2FUBioGdraJe,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2022 02:39,03/03/2022 02:46,0,100,412,1,03/03/2022 02:46,R_sX6BgYqTtU0rGEN,anonymous,EN,1,PR13 : Freudsters,5,4,4,5,2,4,5,2,4,4,4,2,4,4,2,2,1,4,2,5,4,1,4,4,2,4,5,3,1,2,2,5,4,4,4,2,2,4,5,5,5,4,5,5,2,5,3,2,4,2,2,5,4,5,2,4,5,4,2,4,19,2,,2,,2,2,1
03/03/2022 02:48,03/03/2022 02:55,0,100,395,1,03/03/2022 02:55,R_1DvYK1NyQLeevUU,anonymous,EN,1,PR12 : DSM IV,1,4,5,2,1,1,5,4,2,5,2,2,3,3,4,5,2,1,4,4,1,1,5,2,1,5,4,4,2,2,5,4,1,4,4,4,2,1,4,4,2,5,3,5,2,4,4,5,2,3,2,5,1,5,1,4,2,2,1,4,22,1,,3,,1,2,3
01/03/2022 04:23,01/03/2022 04:33,0,100,604,1,01/03/2022 04:33,R_27alraxWW1lGNnm,anonymous,EN,1,PR06 : psych squad,5,5,4,2,1,3,5,2,3,5,1,1,4,2,5,2,1,3,2,5,4,2,4,4,1,2,3,4,3,1,2,3,3,4,5,2,1,4,2,4,4,2,5,5,1,5,2,2,3,1,2,5,4,2,1,4,3,4,1,5,23,3,Questioning,6,,1,1,1
01/03/2022 12:57,01/03/2022 13:01,0,100,281,1,01/03/2022 13:01,R_sh7uKMeEGPKH0Ix,anonymous,EN,1,PR12 : DSM IV,1,2,5,4,1,4,3,5,2,5,2,4,2,5,5,4,4,4,3,5,2,4,5,1,1,5,2,4,1,2,5,2,2,5,5,2,4,4,5,4,2,5,3,3,3,4,5,4,3,5,4,4,1,5,1,3,1,4,5,4,20,3,Questioning,4,,2,2,3
03/03/2022 03:00,03/03/2022 03:03,0,100,237,1,03/03/2022 03:03,R_Q9XuWXdE9iVN6lX,anonymous,EN,1,PR09 : Pavlov's Puppies,4,5,2,5,4,4,5,4,5,3,4,3,4,2,4,1,1,3,4,2,4,1,2,5,4,4,4,2,5,2,1,5,4,1,2,2,1,5,1,2,2,4,5,4,1,5,2,3,5,5,2,5,5,1,5,5,5,1,4,4,43,2,,1,,0,1,1
03/03/2022 03:01,03/03/2022 03:06,0,100,310,1,03/03/2022 03:06,R_33qgOLKn21TUmbF,anonymous,EN,1,PR12 : DSM IV,3,5,2,2,4,2,5,4,4,5,1,3,4,2,4,4,5,4,4,5,3,1,4,2,2,2,4,2,3,4,5,2,4,4,5,4,4,3,4,4,4,4,5,4,4,2,4,2,2,1,4,5,3,4,4,4,4,2,3,4,23,2,,4,,0,1,4
24/02/2022 03:06,24/02/2022 03:07,0,18,67,0,03/03/2022 03:07,R_3Uh7vkhzgq8dfbP,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2022 03:04,03/03/2022 03:08,0,100,247,1,03/03/2022 03:08,R_2uxOy6eocyborR3,anonymous,EN,1,PR02 : GJLPsychs,5,5,3,3,2,4,5,4,4,5,1,4,4,4,5,1,4,4,3,4,5,4,2,4,2,2,5,2,4,1,2,5,3,4,4,2,4,4,4,4,4,4,5,2,2,5,1,4,3,2,1,5,4,3,2,5,3,4,4,4,23,1,,1,,1,2,1
03/03/2022 03:00,03/03/2022 03:08,0,100,501,1,03/03/2022 03:08,R_1mOXGJwmbFa8UDD,anonymous,EN,1,PR06 : getting grounded,5,4,1,4,4,5,5,2,4,5,2,1,5,2,5,2,1,5,4,2,4,1,4,1,1,1,4,4,2,2,2,5,4,4,4,2,2,5,3,4,5,2,5,4,1,5,1,1,3,4,2,5,4,3,2,5,4,4,2,3,37,2,,1,,2,1,1
03/03/2022 03:04,03/03/2022 03:09,0,100,297,1,03/03/2022 03:09,R_22xB3hTjNjxYwBg,anonymous,EN,1,PR01 : Pavlov's Puppies,3,5,1,1,3,4,5,1,2,3,4,1,3,1,3,4,1,3,3,3,2,1,3,4,5,4,4,3,3,3,4,5,4,5,3,4,1,3,5,4,3,2,5,4,5,3,1,1,1,3,4,5,4,4,3,3,2,1,4,3,48,2,,1,,1,1,1
03/03/2022 02:58,03/03/2022 03:11,0,100,733,1,03/03/2022 03:11,R_3exaFnhoFBl7IaW,anonymous,EN,1,PR12 : Higher or Harlow-er,4,4,5,2,1,4,2,5,4,5,1,4,2,4,4,2,3,2,2,5,4,2,5,4,1,4,4,4,2,1,4,2,1,4,5,2,4,2,5,4,3,4,2,2,1,4,4,5,2,1,4,4,3,4,2,4,4,4,4,4,22,2,,2,,0,1,2
03/03/2022 03:07,03/03/2022 03:13,0,100,400,1,03/03/2022 03:13,R_d5wxsIfnfsDEo8N,anonymous,EN,1,PR13 : Persona,4,5,1,4,1,3,5,3,4,5,2,3,4,2,4,2,1,4,4,5,3,1,4,5,1,4,3,2,3,2,2,4,4,2,5,3,2,3,4,4,3,3,4,3,1,3,1,1,2,3,3,4,4,2,1,3,2,1,3,4,30,1,,1,,1,2,1
03/03/2022 03:08,03/03/2022 03:14,0,100,350,1,03/03/2022 03:14,R_RKqN3R4IIXV2lJn,anonymous,EN,1,PR02 : GJLPsychs,5,4,4,4,1,5,5,3,5,5,2,4,5,4,5,2,2,4,3,2,5,4,4,5,2,3,4,4,4,2,4,5,4,5,4,2,3,5,2,4,2,5,5,4,2,5,3,3,4,2,2,5,5,2,4,5,4,2,2,4,19,2,,1,,3,3,1
03/03/2022 03:06,03/03/2022 03:15,0,100,569,1,03/03/2022 03:15,R_3hg6DnuDtwmgKp3,anonymous,EN,1,PR12 : Higher or Harlow-er,5,5,5,2,2,5,5,3,4,5,1,4,5,4,4,1,5,1,5,5,4,3,4,4,1,1,5,4,2,4,4,5,1,4,4,1,4,4,4,5,5,2,5,1,2,5,2,4,2,2,3,5,4,4,2,5,4,5,4,4,31,1,,1,,2,1,1
03/03/2022 03:09,03/03/2022 03:17,0,100,463,1,03/03/2022 03:17,R_25trW591I6prD1e,anonymous,EN,1,PR12 : DSM IV,4,5,1,5,1,4,5,1,4,5,1,2,5,3,4,2,1,5,4,5,3,3,3,4,2,3,4,2,4,2,4,5,5,3,3,2,2,5,2,3,4,2,5,4,1,5,2,1,3,2,3,5,5,1,3,5,4,1,2,4,17,2,,4,,2,1,1
02/03/2022 16:08,03/03/2022 03:18,0,100,40243,1,03/03/2022 03:18,R_3iCfpKp8nvovkcr,anonymous,EN,1,PR12: MEKE,4,4,3,4,1,4,5,3,4,5,2,2,4,4,5,3,1,3,4,5,4,2,5,4,2,4,4,3,2,1,4,2,2,4,5,1,4,3,4,4,5,2,4,2,1,5,1,2,1,2,4,4,4,4,2,5,5,4,4,5,20,2,,2,,,1,3
03/03/2022 03:14,03/03/2022 03:19,0,100,269,1,03/03/2022 03:19,R_2zc00fUCeal29r1,anonymous,EN,1,PR02 : GJLPsychs,5,5,2,3,1,3,4,2,4,4,2,4,4,4,4,2,4,5,5,4,4,2,3,2,2,2,4,2,4,2,3,2,4,5,4,2,2,5,4,4,4,4,5,4,3,4,2,3,1,3,2,4,5,3,3,4,4,2,2,4,18,1,,1,,1,2,2
03/03/2022 03:13,03/03/2022 03:21,0,100,458,1,03/03/2022 03:21,R_1dtLLFtLZwGVm4C,anonymous,EN,1,PR09 : Pavlov's Puppies,4,4,4,2,5,2,5,4,4,4,2,4,5,2,2,4,1,5,5,4,2,1,4,4,4,2,4,2,4,4,4,4,5,5,4,4,1,4,2,4,2,4,4,4,4,4,2,2,2,2,4,5,5,4,4,4,4,1,4,2,60,2,,1,,3,1,1
24/02/2022 22:22,24/02/2022 22:35,0,100,778,1,24/02/2022 22:35,R_08os3wQcPLSD0L7,anonymous,EN,1,PR12 : DSM IV,1,4,5,1,2,2,4,5,1,4,1,4,2,5,2,4,4,3,5,5,2,4,5,1,2,4,4,5,1,2,5,4,2,5,5,3,4,2,4,2,1,4,4,1,2,4,4,4,1,2,4,4,4,5,2,1,2,4,5,4,17,3,Non-binary ,5,Sapphic aegosexual/asexual,0,1,1
03/03/2022 03:17,03/03/2022 03:24,0,100,437,1,03/03/2022 03:24,R_dhd5Ow8P2WA6fGV,anonymous,EN,1,PR12 : DSM IV,4,4,1,3,1,3,5,3,5,5,1,2,5,4,3,4,1,5,4,5,4,1,4,5,1,1,5,4,4,1,4,4,5,2,5,4,4,5,1,4,4,3,5,4,1,4,1,1,4,1,4,4,4,1,4,5,4,4,2,3,18,2,,4,,1,1,5
03/03/2022 03:33,03/03/2022 03:38,0,100,306,1,03/03/2022 03:38,R_3G6vxIOwPgknmsh,anonymous,EN,1,PR09 : Psychosocialising,5,4,4,4,3,5,4,4,4,5,1,3,3,1,4,1,4,3,4,5,3,3,3,5,3,5,2,5,2,3,1,4,3,1,5,1,4,5,3,3,4,5,4,2,2,5,2,3,4,2,3,5,4,1,3,5,4,5,4,5,20,2,,1,,4,3,1
03/03/2022 03:35,03/03/2022 03:39,0,100,219,1,03/03/2022 03:39,R_PRuY7ZbMkRq28yB,anonymous,EN,1,PR04 : Nightmare in Rem Sleep,3,4,3,2,2,3,5,5,2,4,2,1,3,3,4,5,1,5,4,5,1,2,4,1,1,4,4,3,2,2,5,4,4,4,3,3,2,4,5,3,3,3,5,5,4,3,1,1,1,1,4,5,4,5,3,3,4,4,1,3,22,2,,3,,1,,3
24/02/2022 03:43,24/02/2022 03:47,0,36,251,0,03/03/2022 03:47,R_27BbX0NrmjXPxbU,anonymous,EN,1,PR06 : Superstitious Pigeons,5,4,4,5,1,5,4,5,5,5,1,4,2,5,5,1,1,1,4,4,5,5,5,5,1,2,4,4,2,1,1,2,1,2,5,1,5,5,5,4,4,1,5,2,1,5,5,5,5,1,1,2,1,5,2,5,5,5,5,5,,,,,,,,
03/03/2022 03:48,03/03/2022 03:53,0,100,334,1,03/03/2022 03:53,R_1pLPgaE7bxTbjtg,anonymous,EN,1,PR02 : Group 123,1,5,2,4,4,1,5,5,2,4,2,2,2,1,2,5,1,4,4,4,1,1,5,2,1,4,4,4,2,5,5,4,4,5,2,4,2,1,2,2,2,4,2,4,4,1,2,2,1,2,4,4,1,2,4,2,5,4,2,2,20,1,,1,,1,1,1
03/03/2022 03:47,03/03/2022 04:00,0,100,740,1,03/03/2022 04:00,R_Xv3WO08JN5NZa01,anonymous,EN,1,,1,2,4,3,4,3,3,4,3,4,4,3,3,5,4,4,2,2,3,4,2,2,5,1,3,4,2,4,1,4,5,2,2,5,5,3,4,2,5,4,3,4,2,4,2,2,5,3,1,4,3,3,2,5,3,2,2,3,2,4,16,2,,4,,2,1,4
